label,text,label_enc
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1
Not-Hope,ಸೋಂಗ್ ಹೊಸಾ ತಾರಾ ಫೀಲ್ ಕೊಡುತೆ,1
Not-Hope,ಯ್. ಬಾಸ್.ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ. ಆಲ್ ಥೆ ಬೆಸ್ಟ್ ಸಿರ್....,1
Hope,2020 ಇಪತ್ತರಲ್ಲಿ ಅತ್ಯುತ್ತಮ ನಿರ್ಧಾರ ಸರಿಯಾಗಿಯೇ ಇದೆ,0
Not-Hope,ಸೂಪರ್ ಜೂನಿಯರ್ ನಾರಾಯಣ,1
Hope,ಹಾಡು ಸೂಪರ್,0
Not-Hope,ಅವನು ಚಿರಂಜೀವಿ ಅದಕ್ಕೊಸ್ಕರ ಸಾಯದೆ  ದೇಶವನ್ನು ಸುತ್ತಾಡುತ್ತಾ ಇರ್ತಾರೆ,1
Not-Hope,ಕೊರಿಯ ದು ಕಾಣಪ್ಪ ಪಬ್ಗ್ 🤣🤣 ಥಿಲ್ಕೊ ಫರ್ಸ್ಟ್,1
Not-Hope,ಉ ರ್ ಸೂಪರ್ ಬ್ರೋ,1
Hope,ಬ್ರೋ ನೀವು ಸೂಪರ್,0
Not-Hope,ಲೆ ಕೆಲ್ಲಿ ಯಾಕ್ ಗುರು..ಯೆಲ್ಲ ಕಡೆ ನೆಗೇಟಿವ್ ಆಗಿ ಮಾತಾಡ್ತಿದಿಯ...ಯಾಕೆ...ಎವಿಆರ್ ಎಲ್ಲಾ ವಿಶ್ ಮಾಡ್ತಿದರೆ ಆಸ್ತೆ...ಐಎಫ್ ಉ ಗೊನ್ನಾ ವಾಚ್ ಐಟಿಎಸ್ ಅಪ್ಟೊ ಉ...ಜಸ್ಟ್ ಡಾಂಟ್ ಟ್ರಿಗ್ಗರ್ ಎವ್ರೋನ್ ಅಟ್ ನೋ ರೀಸನ್...,1
Not-Hope,ನಿನ್ನಂಥ ಮಬ್ಬ್ ಸುಲೆಮಾಕ್ಲಿಗೆ ಇಂಥ ಫಿಲ್ಮ್ ಅರ್ಥ ಆಗಲ್ಲ ಬಿಡೊ ನಿಮೌನ...,1
Not-Hope,ಏನ್ ....... ಪಾ ಅವರ್ನ್,1
Not-Hope,ಇದೆಲ್ಲ ಯಾಕೆ ಕನ್ನಡ ಫಿಲ್ಮ್ಸ್ ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಜ್ಯ ನೆ ಕಟ್ಬೇಕು ದೊಡ್ಡ ಚರಿತ್ರೇಣೆ ಸೃಷ್ಟಿ ಮಾಡ್ಬೇಕು ಅಂತ ಹೇಳು....,1
Not-Hope,ಬ್ರೋ ನಿಮ್ ವಿಡಿಯೋ ಸೂಪರ್ ಚೀನಾ ಡಿಎ ಎಪಿಪಿಪಿ ಯುಎಸ್ಇ ಮಾಡ್ಬಾರ್ದು ಅನ್ನೋದ್ ಸಾರಿ ಕ್ ನೀವು ಇ ಚೀನಾ ಗೇಮ್ ಪಬ್ಗ್ ಅಡ್ತಿರಲ್ಲ ಬ್ರೋ ನೀವು ನೆಕ್ಸ್ಟ್ ವಿಡಿಯೋ ನಾ ಇ ಪಬ್ಗ್ ಗೇಮ್ ಎಂದ ಮಾಡ್ಬೇಡಿ ನಾನ್ ನಿಮ್ನ ಗೆಲಿ ಮಾಡ್ತೇಡಿನಿ ಅಂಕೋಬೇಡಿ,1
Not-Hope,ಫಾಬ್ ಬಾಸ್,1
Not-Hope,12 ಡಿಸ್ಲೈಕ್ಸ್ ಬೈ ಗಂಡು ನನ್ಮಕಳು,1
Hope,ಹೇಳಿದೆ ಗುರು ನಿನು,0
Not-Hope,ಯಾಕ್ ಗುರು ಇಬ್ರುಗು ಅವರ್ದೆ ಆದ ಟಾಲೆಂಟ್ ಇದೆ ಯಾಕೆ ಈತರ 1,1
Not-Hope,ಬೇಡ ನೀವು ಒಳ್ಳೆಯ ಮನುಷ್ಯ,1
Hope,ಮಹಾನ್ ವ್ಯಕ್ತಿಯ ರಕ್ತ ಅಲ್ಲವೇ,0
Hope,ಇಎನ್ ಹೆಲ್ಡೆ ಬ್ರೋ,0
Not-Hope,@ವರಪ್ರಸಾದ್ ಕ್ ಕ್ ದರ್ಶನ್ ಸಿರ್ ಫಾನ್ ಆಗಿ ಇಸ್ಟ್ ಲೋಕಲ್ ಆಗಿ ಮಠದದ,1
Not-Hope,ರೀ ನಿಮ್ಮ ತಂದೆಯನ್ನು ನೆನೆದು ನೀವು ಮೊಸಳೆ ಕಣ್ಣೀರು ಹಾಕುತ್ತೀರಾ,1
Not-Hope,ಅಣ್ಣಾ ಬಾಂಡ್ ಚೆನ್ನಾಗಿ ಬೆಂಡ ಎತ್ತಿದ,1
Not-Hope,ಕಯ್ತಿದ್ದೆ ಬ್ರೋ ಯಾರಾನ  ಲಿರಿಕ್ಸ್ ಅಕ್ತರ ಅಂತ 🥰🥰ಟಿಕ್ಯೂ,1
Hope,ಹರ್ಸಿತ್ ವೆಂಕ್ಟೇಶ್ ಯಾಕೆ ಕಾಮೆಡಿ ಅನುಸತ್ವ... ಕಸ್ತದಲ್ಲಿ ಇಧವರಿಗೆ ಹೆಲ್ಪ್ ಮಾಡಿ ಪುಣ್ಯ ಸಿಗುತೆ,0
Hope,ಆತ ಬರುತ್ತಾ ಅಲ್ಲಾ,0
Hope,ಗಾಡ್ ಬ್ಲೆಸ್ ಯೂ ಸಿರ್,0
Not-Hope,ತು ಯಾರ್ ಗುರು ಕರ್ಮ ಇಥರ ವಿಡಿಯೋ ಗು ಡಿಸ್ಲೈಕ್ ಮಾಡ್ತಾರೆ ...,1
Not-Hope,ಯಾವ್ ಗೇಮ್ ಇದು,1
Not-Hope,ಹಾಂಡ್ಸ್ ಅಪ್ ಫಾನ್ಸ್ ಲೈಕ್ ಹೆರೆ,1
Hope,ನಾನ್ ಮಾತ್ ನ್ಗೆ ಫಿಡಾ ಆಗೋಡೆ,0
Not-Hope,ಸೂವೂ ಮನಿ ಅಡ್ಸ್,1
Not-Hope,@ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ನಿಂದು ನಾಯಿ ತುಲ್ಲು,1
Not-Hope,ನೆವಾ ಅಡೋ ಗೇಮ್ ನೆಮಾ,1
Not-Hope,ಜೈ ದ್ ಬಾಸ್,1
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1
Not-Hope,ಎದ್ದನೆ ಅನ್ನೋದು ನನ್ನ ನಂಬಿಕೆ.ಆದ್ರೆ ಅಶ್ವತಾಮನಿಗೆ ಕನ್ನಡದ ಬರ್ತಿತ ಅನೋದು ದವ್ತು,1
Hope,ನೂರು ಕಾಲ ಕನ್ನಡ ಹೇಗೆ ಹೊಸಾ ಶಾಸನಗಳ್ಳನು ಶೃಷ್ಟಿಸಬೇಕು,0
Not-Hope,ರೆ ಇ ವಿಡಿಯೋ ಪೋಸ್ಟ್ ಆಗಿದ್ದು ಯಾವಾಗ ಅಪ್ಸ್ ಬಾನ್ ಆಗಿರೋದು ಯಾವಾಗ ಅದು ಮೊಲ್ದು ನೋಡಿರ್ ಸುಮ್ನೆ ಯೇನೇನೋ ಮಠದ್ಬೇಡಿ,1
Hope,ಎಲ್ಲಿ ಮಂಗಳ ಗ್ರಹದವರು ಅನ್ಕೊಂಡಿದ್ದೆ..,0
Not-Hope,ಅವನೆ ಶ್ರೀಮನ್ನಾರಾಯಣ ಟ್ರೇಲರ್-ಬಿಜಿಎಂ ನ್          ರೆ-ಕ್ರಿಯೇಟೆಡ್ನ,1
Not-Hope,ಸೂಪರ್ಬ್ ಮ್ಯೂಸಿಕ್ ಆಂಡ್ ಲಿರಿಕ್ಸ್ ನ್ಹ್ಯಾಂಡ್ಸ್ ಯುಪಿಎನ್ಎನ್,1
Hope,ಎತರ ಒಬ್ಬ ಅದ್ಬುತ ನಟಾ,0
Not-Hope,ಸೂಪರ್ ಸಿರ್,1
Not-Hope,ನೀ ಬೆಳಿಬೇಕು ರಸ್ಮಿಕ ನಿನ್ನ ನೋಡಿ ಉರ್ಕೋಬೇಕು,1
Hope,ಈ ಅವತಾರ ಚರಿತ್ರೆ ಸೃಷ್ಠಿಸಲಿ ಎಂಬುದೆ ನನ್ನ ಶುಭ ಹಾರೈಕೆ,0
Hope,ರಕ್ಷಿತ್ ಅಣ್ಣಾ ನ್ಯಾಷನಲ್ ಸ್ಟಾರ್ ಆಗೋದು ಪಕ್ಕಾ ಏನ್ ಸಾಂಗ್ ಸೂಪರ್ ಬಿಜಿಮ್ ಲಿರಿಕ್ಸ್ ಸೂಪರ್ ಸಾಂಗ್ ಸೂಪರ್ ಆಲ್ ದೀ ಬೆಸ್ಟ್,0
Not-Hope,ಮೊಬೈಲ್ ಅಲ್ಲಿ ಮೂವೀ ನ ಬಿಟ್ಟಿದ್ದಾರೆ ಥಿಯೇಟರ್ ಗೆ ಯಾರ್ ಬರ್ತಾರೆ. ನಾನ್ ಮೊಬೈಲ್ ಅಲ್ಲೇ 2 ಟೈಮ್ ನೋಡ್ದೆ,1
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1
Hope,ಜೈ ನಾರಾಯಣ ಜೈಹೂವೂ,0
Not-Hope,@ವಿನಯ್ ವಿಎನ್  ನಾನಿ ಜೆಂಟಲ್ ಮೆನ್??,1
Not-Hope,ಸೂಪರ್ ಮೂವಿ.ಯಲ್ಲರು ಹೋಗಿ ನೋಡಿ,1
Hope,ಡಿ ಬಾಸ್ ದಶ೯ನ್ ಸರ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್,0
Not-Hope,ಶೇಕಡ 100(%) ರಷ್ಟು ವೈರಸ್ ನಾ ಚೀನಾ ಉತ್ಪನ್ನ ಮಾಡುತ್ತೆ.....,1
Hope,ಸುಪರ್ ತೊಗರಿ ತಿಪ್ಪ,0
Hope,ಇನ್ನು ನಮ್ಮ ಗೇ ಕಾಣದೆ ಏನೇನು ಇದೆಯೋ ಇಲ್ಲವೋ ಎಲ್ಲಾ ಕೃಷ್ಣ ನಿಗೆ ಗೊತ್ತು,0
Not-Hope,ಇದು ಇದು ಬೇಕಿತು ನಮ್ಗೆಲರ್ಗು.... ಜೈ ರಕ್ಷಿತ ಬೈ,1
Not-Hope,ಅಯ್ಯೋ ಗುರು... ಯೆಲ್ಲಿ ಟಾಂಕಾ ಜನ ಮೂಡ್ನಂಬ್ಕೆ ಬಿಡಲ್ವೋ ಅಲ್ಲಿ ಟಾಂಕಾ ಇಂಟಾ ಶತನಾಯಕ್ರು ಯೂಸ್ಲೆಸ್ ವಿಡಿಯೋಸ್ ಹಕ್ತಾನೆ ಇರ್ತಾರೆ ಗುರು.ನ್ಮಹಾಭಾರತ ತುಂಬ ಒಲ್ಲೆ ಮೊರಾಲ್ ಸ್ಟೋರಿ. ಜೀವನಕ್ಕೆ ಬೇಕಾಗಿರೋ ತುಂಬ ಪಾಟ ಇದೆ ಇದ್ರಲ್ಲಿ. ಅದುನೆಲ್ಲಾ ಯುಎಸ್ಇ ಮಾಡ್ಕೊಂಡು ಒಲ್ಲೆ ಜೀವ್ನ ಮಾಡ್ಬೇಕು ಆಸ್ತೆ.,1
Hope,ಸೂಪರ್ ಗುರು ವಿಪಿಯ ವಾಯ್ಸ್ ಅಲ್ಟಿಮೇಟ್,0
Hope,ಕಲ್ತಾನ ಮಾಡೋರು...ರೌಡಿಸಮ್ ಮಾಡೋರೊ ನೋಡಿ ಕಲಿಬೇಕು ...,0
Hope,ವಾಲ್ ಕಾಚಿದು ಭಾಲ್ ನಗು ತರಸ್ತ್ರಿ....ಭಾರಿ ಅದ ರಿ ಕಟಿ...,0
Hope,ಮುಜೆ ಕುಚ್ ಸ್ಮ್ಝ್ ನ್ಹಿ ಆಯ ಬಟ್ ಇ ಲುವ್ ಥಿಸ್ ಸೋಂಗ್,0
Hope,ಸೂಪರ್ ಗುರು ನೈಸ್,0
Hope,ಸತ್ಯವಾದ ಮಾತಣ್ಣ ನುಡಿದ್ರಿ ಸಿರ್ ಭಗವಂತನ ಬಗ್ಗೆ  ಭಗವಂತನ ನೀವು ಕೊಂಡದಿದ್ರಿ ಆಂಡ್ರೆ ನೀವು ಸಾಮಾನ್ಯ ವ್ಯಕ್ತಿಯಲ್ಲ ಎಂಥ ಒಲ್ಲೆ ಮಾತಣ್ಣ ನಿಜವಾದ ಒಬ್ಬ ಜ್ಞಾನಿಯು ನುಡಿತಾನೆ  ಆದ್ರೆ ನೀವು ನುಡಿದಿದ್ದೀರ ಆಂಡ್ರೆ ಇ ರ್ ಸೋ ಗ್ರೇಟ್ ಭಗವಂತ ನಿಮ್ಮಣ್ಣ ಚೆನ್ನಾಗಿಟ್ಟಿರ್ಲಿ ಎಡ್ತಾರೆ ಅನ್ನೋ ನಂಬಿಕೆ ಎದೆ ಥಾಂಕು ಸಿರ್ಜಿ,0
Not-Hope,@ನಾಗರಾಜ ಪ್ ನೀವ್ ನೋಡಿದೀರ ಅಂಥ ಕೆಳ್ತಿಯಲ್ಲಪ್ಪ ನೀನು,1
Hope,ಸ್ಪಿಆರ್ ಕನ್ನಡಿಗ 🤘🤘,0
Hope,ಸೂಪರ್ ಜೈ ಹಿಂದ್,0
Hope,ಹೊಸ ಪ್ರಯೋಗ ಯಶಸ್ಸು ಸಿಗಲಿ.,0
Not-Hope,ಯುವರತ್ನಾ ಕಮಿಂಗ್ ಸೂನ್,1
Hope,ಎದು  ಮುದ  ನಬಿಕೆ   ನಮಾ ಜನ ಎನು  ಬೆಟೆಲಾ,0
Hope,ಇಂಡಿಯಾ ಕುದ್ದ ಮುಂಡೆ ಬರುತೆ ಬಟ್ ಲೇಟ್....ನಾವೆಲ್ಲಾ ಒಡ್ಮೇಲೆ,0
Not-Hope,ಕಾಪಿಕ್ಯಾಟ್ ರಾಜಾ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ,1
Hope,ಕೆಜಿಎಫ್  ಒಂದು ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟಿದೆ ನ್ಅವನು ಅದಕ್ಕಿಂತ ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟುತ್ತಾನೆ ಪಕ್ಕ ನ್,0
Hope,ಅವೆಸೋಮ್,0
Not-Hope,@ವರಪ್ರಸಾದ್ ಕ್ ಕ್  ಬೀಯಿಂಗ್ ಆ ದರ್ಶನ್ ಫನ್ನೀತರ ದರ್ಶನ್ ಸಿರ್ ಹೇಳ್ಕೋಟಿದರ ಬೆರೆ ಹೆರೊ ಗಾಲ್ನ ಬಯ್ರಿ ಅಂಥ.ನ್ನ್ಸುಮ್ನೆ ಯಾಕೆ ಬ್ರೋ,1
Not-Hope,@ŕäವಿîñđŕå_02_ಜಿøವ್ಯೂđřú ಲೋ ಬಾಸ್ ಫಾನ್ ಆಗಿ ಯಾಕೋ ನೆಗೆಟಿವ್ ಸಿಎಂಟಿ ಹಾಕಿಯ ಲೌಡ್,1
Not-Hope,@ಪೃಥ್ವಿ ನಾಯಕ್ ನೆಕ್ಸ್ಟ್ ದಬ್ಬಂಗ್ ಬೆರೆ ಇದೆ,1
Not-Hope,@ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ ಊರ್ ಬಾಗ್ಲು,1
Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ....,0
Hope,ಇ ಗೇಮ್ ಯವದು ಬ್ರೋ,0
Hope,ಫಿಟೆಸ್ಟ್ ವಿಲ್ ಸರ್ವೈವ್. ಅಶ್ವತ್ ಒಲ್ಲೆ ಆಕ್ಟರ್ ಆದ್ರೆ ಮಗನು ಅಂಗೆ ಆಗ್ಬೇಕು ಆಂಡ್ರೆ ಆಗುತ್ತ? ಡಿಆರ್ ರಾಜಕುಮಾರ್ ತಾರಾ ಎವಿಆರ್ ಮಕ್ಲು ಆಗಲ್ಲ ಎವಿಆರ್ ಯಾವತ್ತಿದ್ರು ಅವ್ರೆ. ಸೋ ಇಲ್ಲಿ ಅಚ್ಚರಿ ಪಡೋ ಅವಶ್ಯಕತೆ ಇಲ್ಲಾ.,0
Not-Hope,ಹೌದು ಬ್ರೋ ನಾನ್ ನೋಡಿದಿನಿ ಟಿವಿ ಯಲ್ಲಿ ಬರ್ತಾವ್ನೆ,1
Hope,ಶಂಕರ್ ಅಶ್ವಥ್ ಸಾರ್,0
Not-Hope,ಸಪ್ರ್ ಮೂವಿ 100% ಡೇಸ್ ಪಾಕಾ,1
Not-Hope,@ಅಜಯ ಶೆಟ್ಟಿ ಹೂ ಗೊತ್ತು,1
Not-Hope,@ಫೈಜಲ್ ಖನ್ ವ್ಯೂಆರ್ ಉ ರ್ ಫ್ರಾಮ್??,1
Not-Hope,ಸೂಪರ್ ಲಿರಿಕ್ಸ್ ಗುರು ನೋ,1
Not-Hope,ಇಎನ್ ಹೆಲ್ಡೆ ಗುರು,1
Not-Hope,ಸೂಪರ್ ಡಾನ್ಸ್ನಾಂಡ್ ಅಲ್ಸೊಂಜೈ ವಿಜಯ ಪ್ರಕೇಶ್,1
Not-Hope,ರಕ್ಷಿತ್ ಬಾಸ್ ಸೂಪರ್ ಡಾನ್ಸ್ ಉ ರ್ ಲುಕಿಂಗ್ ಲೈಕ್ ಕರತೆ ಕಿಂಗ್ ಶಾಂಕರ್ ನಾಗ್ ಎನ್ಡಿ ವಿಷ್ಣುವರ್ದನ್ ಬಾಸ್ ಮ್ ವಿಷ್ಣು ಸಿರ್ ಫಾನ್,1
Not-Hope,ಆಂಡ್ ನಾರಾಯಣ್ ಸ್ವಾಮಿ ಯಾರು ಯಾವ ಉರು,1
Not-Hope,ಬ್ರೂ ಯೂಟ್ಯೂಬ್ ಯಾ ದೇಶಕ್ಕೆ ಸೇರಿದ್ದು ಅಂತ ಗೊತ್ತಿಲ್ಲ  ಅದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ತಿಳಿಸಿಕೊಡಿ,1
Not-Hope,ನಾನ್ ಅಂಥ ಚೀನಾ ಅಪ್ ಅಂಥ ಯಾವಗ್ಲೋ ಡಿಲೀಟ್ ಮಾಡಿದೆನೆ ನ್ಜೈ ಹಿಂದ್,1
Not-Hope,ಹಾ ಮುಂದಾಲೋಚನೆ ಮತ್ತೆ ದೂರದೃಷ್ಟಿ .....ಅವರಹಗೆ ಇದೆ ....,1
Hope,ನನಗೆ ನೀವ್‌ ಮಾತಾಡೋ ಸ್ಟೈಲ್ ತುಂಬಾ ಇಷ್ಟ ಅಣ್ಣ ಅದ್ರಲ್ಲು  ಮಂಡ್ಯ ಭಾಷೆ ಉಪಯೋಗಿಸ್ತೀರಲ್ಲ ಮಸ್ತು..... ನಿಮಗೆ ಜಾಸ್ತಿ ಸಬ್ ಸ್ಕ್ರೈಬರ್ಸ್ ಆಗಲಿ ಹೀಗೆ ಅಚೀವ್ ಮಾಡಿ ಅಣ್ಣ ನಮ್ಮನ್ನು ಹೀಗೆ ನಗಿಸಿ ಧನ್ಯವಾದಗಳು ಅಣ್ಣ ನ್ಅಣ್ಣ ಆಂಗ್ಲ ಪದ ಬಳಕೆ ಗೆ ಕ್ಷಮಿಸಿ ಆಮೇಲೆ ನನ್ನ ಕಾಮೆಂಟ್ ನಾ ಹಾಕೊಂಡ್ ರುಬ್ಬುಟೀರ,0
Not-Hope,ಹಿಂದಿ ಮೆ ಕಬ್ ಆಯ್ಗ,1
Hope,ಸೂಪರ್ ವಿಡಿಯೋ ಅಣ್ಣ,0
Not-Hope,ಇಎನ್ ಮ್ಯೂಸಿಕ್ ಗುರು,1
Not-Hope,ಕ್ಷಮೇ ಇರಲಿ.ತುಂಬಾ ಅದ್ಬುತವಾದ ಸಿನಿಮಾ ವರ್ಣಿಸಲು ಪದಗಳೇ ಇಲ್ಲ ಜೀವನದ ಅನಿರೀಕ್ಷಿತ ತಿರುವುಗಳ ಬಗ್ಗೆ ಊಹಿಸಲಸಧ್ಯವಾದ ಸಂದರ್ಭ ಸನ್ನಿವೇಶಗಳನ್ನು ಕಣ್ಣ ಮುಂದೆ ತುಂಬಾ ಅಚ್ಚುಕಟ್ಟಾಗಿ ನಿರ್ದೇಶಕರು ಕಟ್ಟಿ ಕೊಟ್ಟಿದಾರೆ ಒಟ್ಟಾರೆಯಾಗಿ ಎಲ್ಲರೂ ತಮ್ಮ ಪಾತ್ರಗಳಿಗೆ ಜೀವ ತುಂಬಿದ್ದಾರೆ,1
Hope,ಸೂಪರ್ ಸೋಂಗ್ ಅಣ್ಣ....ಲೈಕ್ಡ್ ಇಟ್,0
Hope,ಹಿ ಬ್ರೋ ಯಾವ್ ಉರ್ರೂಉಉಯೂಯು ನಿಂದೂಊ ಕೊಳ್ಳೆಗಳ ನಾ,0
Not-Hope,ಸಿರ್ ಮೇಕ್ ವಿಡಿಯೋ ಒನ್ ಡ್ರೋನ್ ಪ್ರಥಾಪ್,1
Not-Hope,ಈ ಕಥೆಯ ಮೂಲಕ ಸಂಸಾರ ಮಾಡೋಕೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ. ಸಂಸ್ಕಾರ ಬಹಳ ಮೂಖ್ಯ ರಿ,1
Not-Hope,ಸೂಪರ್ ಸೋಂಗ್ ಸಿರ್. ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸಾಹೇಬರ ಫಾನ್ಸ್ ಎಲ್ಲಾ ಲೈಕ್ ಮಾಡಿ.,1
Not-Hope,ಯೆಸ್ ಎದ್ರೆ ಅದರೆ ಯ್ಲಿ?,1
Not-Hope,ಇ ಗುರು ದೇಶಪಾಂಡೆ ಗೆ ರಿಮೇಕ್ ಬಿಟ್ಟು ಸ್ವಾಮಕೆ ಮಾಡೋಕೆ ಬರಲ್ಲ ನ್ವಿಶಾಲ್ ಮಾತು ಲಕ್ಷ್ಮೀಮೇನೋನ್ ತಮಿಲ್ ಮೂವಿ ಇದು,1
Hope,ಇಯಾಮ್ ಯೂರ್ ಫಾನ್,0
Not-Hope,@ಸ್ವೀಕರ್ ಗೌಡಾ ಲೋ ತುಕಲಿ,1
Not-Hope,@ಸತೀಶ್ನಿತ್ಯಾನಂದಂ ಲೋ ಕೈಧಿ,1
Not-Hope,ಮೇಕಿಂಗ್ ಸಕತ್ ...,1
Not-Hope,ನಿಜಾ ಹೇಳ್ಬೇಕಂದ್ರೆ ಈ ಸೋಂಗ್ ಯಾಕೊ ಸಿಂಕ್ ಆಗ್ತಿಲ್ಲ ಮೂವಿ ಟ್ರೇಲರ್ ಟೈಪ್ ಗೆ....,1
Not-Hope,@ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ನಿನ್ ಅಮ್ಮನ್ ಸುಲೆ ಮಗನೆ ನಿನ್ ನಂಬರ್ ಸೆಂಡ್ ಗಂಡು,1
Hope,ಸಕತ್ ಬೀಟ್ಸ್..ಮತ್ತೆ ಮತ್ತೆ ಕೇಳಬೇಕು ಅನ್ನೋ ಸೋಂಗ್..,0
Not-Hope,ಸೂಪರ್ ಎಂಟರ್ಟೈನ್ಮೆಂಟ್ ಮೂವಿ,1
Not-Hope,ಥೋಸ್ 850 ಡಿಸ್ಲೈಕ್ಸ್ ಅರೆ ಫ್ರೋಮ್ ರಶ್ಮಿಕಾ ಮಂದಣ್ಣ ಫಾನ್ಸ್,1
Not-Hope,ಅಣ್ಣ ಇನ್ನೊಂದ್ ಸ್ವಲ್ಪ ಉಗಿರಿ ಅವರಿಗೆ ನಮ್ಮ ಯೋಧರ ಬಗ್ಗೆ ಚಿಂತನೆ ಮಾಡುತ್ತಿಲ್ಲ ತಿರುಬೋಕಿ ಇನ್ನು ಸ್ವಲ್ಪ ಚೆನ್ನಾಗಿ ಉಗಿರಿ ಅಣ್ಣ,1
Not-Hope,ವೆಲ್ ಸೈದ್ ಬ್ರೋ,1
Not-Hope,ಲೆ ನಿಮೌನ ತುಳ್ಳಗಾ ನಾಯಿ ತುಣ್ಣಿ ಸಾಬರಿಗೆ ಹುಟ್ಟಿದ ಮಿಡರಿಮಗನೇ,1
Hope,ವಿಡಿಯೋ ಸೂಪರ್ ಬೊಸ್ಸು,0
Not-Hope,ಮೂವಿ ಸೂಪರ್ ಬಾಸ್,1
Hope,ಎಲ್ಲಾ ಯಶ್ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ ಶುಭ ಹಾರೈಸುತ್ತೇವೆ,0
Not-Hope,ಅನ್ಯೋನೆ ಆಫ್ಟರ್ ಟ್ರೆಂಡಿಂಗ್ 🤚,1
Not-Hope,ಅವಳು ಸುಲೆ ಮುಂಡೆ ನಮ್ ಕರ್ನಾಟಕನ್ರಕ್ಷಿತ್ ಅವರಿಗೆ ಸಹಾಯ ಮಾಡಿನ್ಪ್ಲ್ಜ್,1
Not-Hope,ಶ್ರೀಕಾಂತ್  ಗೌರಮ್ಮ ಅಬ್.,1
Not-Hope,ಸಂಸ್ಕೃತ್ ಲ್ಯಾಂಗ್ವೇಜ್ ಬ್ರೋ....,1
Not-Hope,ನಮ್ಮ ದೇಶದಲ್ಲಿ ಸೋಂಬೇರಿಗಳು ಜಾಸ್ತಿ..,1
Not-Hope,ಅವನೆ ಗೇ ರಾಕ್'ಶಿಟ್' ಶೆಟ್ಟಿ,1
Hope,ಕಾಯಕವೇ ಕೈಲಾಸ ಸಿರ್,0
Hope,ಹೇಳಿರೋ ಪ್ರತಿ ಒಂದು ಪಾಯಿಂಟ್ ಸೂಪರ್ ಬ್ರೂ ಅದ್ರಲ್ಲೂ ಯಾರೋ ಒಬ್ಬ ಯಲ್ಲೋ ಎನೊ ಆಗಿದಕ್ಕೆ ಟಿಕ್ಟೋಕ್ ಬಾನ್ ಮಾಡವ್ರೆ ಅಂತ ಹೇಳಿದ್ನಲ್ಲ ಅವ್ನಿಗೆ ಸರ್ಯಾಗಿ ಉತ್ತರ ಕೊಟ್ಟಿದಿರ ಸೂಪರ್ ನೀವು,0
Not-Hope,36 ಮ್ ನ್ವಿಡಿಯೋ ವೈರಲ್ ಅಗ್ಥಿಲಾ,1
Not-Hope,ದ್ ಬಾಸ್ ಫಾನ್ಸ್ ಕಡೆಇಂದಾಆ ಬೆಸ್ಟ್ ಒಎಫ್ ಲಕ್,1
Not-Hope,ಇಎನ್ ಗುರು ಸೋಂಗ್ ಎದು,1
Hope,ಸರಾ ಸೂಪರ್ ನೀವು ದೇವರ ತಾರಾ ಯಲ್ಲರತರ ದುಡ್ಡಿದೆ ಶಿನಮದವರಾತ್ರ ನಿಮ್ಮಾತ್ರ ಹೊಳ್ಳೆಯ ಮನಸಿದ್ದೆ ಸರಾ,0
Not-Hope,ಕ್ಷಮಿಸಿ ಸಿರ್ ನಾನು ತುಂಬ ಮಿಸ್ ಮಾಡ್ಕೊಂಡೆ,1
